,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
27,app3.mps.gz,-31829377681.21209,5627880.206645966,78,5743108.628356934,5751714.328903198,5.483025,5751714.328903198,0.0,14602,256,0,3,0.073498,0.136636,5.445409,4,1,optimal,DONE
27,app3.mps.gz,-31829377681.21209,5627880.206645966,78,5743108.628356934,5751714.328903198,5.586109,5751714.328903198,0.0,14602,256,0,3,0.072201,0.134068,5.547322,8,1,optimal,DONE
27,app3.mps.gz,-31829377681.21209,5627880.206645966,78,5743108.628356934,5751714.328903198,5.38068,5751714.328903198,0.0,14602,256,0,3,0.071587,0.13216,5.344185,2,1,optimal,DONE
27,app3.mps.gz,-31829377681.21209,5627880.206645966,78,5743108.628356934,5751714.328903198,5.569592,5751714.328903198,0.0,14602,256,0,3,0.0719009999999999,0.134245,5.531443,16,1,optimal,DONE
28,arki001.mps.gz,1273480.9,7579621.852068745,28,7580142.415401723,7580813.065371048,18000.149478,7580813.065371048,1.0302608450712222e-05,103054966,792219,0,2267610,0.099216,0.290173,68.592679,16,1,timelimit,DONE
28,arki001.mps.gz,1273480.9,7579621.852068745,28,7580142.415401723,7580813.065371048,18000.781084,7580813.065371048,1.0642276629166694e-05,71136653,792219,0,2266276,0.1178449999999999,0.334649,76.776906,2,1,timelimit,DONE
28,arki001.mps.gz,1273480.9,7579621.852068745,28,7580142.415401723,7580813.065371048,18000.545467,7580813.065371048,1.0302608450712222e-05,102919126,792219,0,2267605,0.119033,0.3471269999999999,68.860097,32,1,timelimit,DONE
28,arki001.mps.gz,1273480.9,7579621.852068745,28,7580142.415401723,7580813.065371048,18001.333606,7580813.065371048,1.0302608450712222e-05,103082113,792219,0,2267611,0.114522,0.3319149999999999,68.914382,8,1,timelimit,DONE
28,arki001.mps.gz,1273480.9,7579621.852068745,28,7580142.415401723,7580813.065371048,18000.882723,7580813.065371048,1.0644758235168185e-05,70992078,792219,0,2266269,0.1315039999999999,0.375992,76.715864,4,1,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,81.25524491414605,41,81.7538147737422,90.0098786144,18000.006742,90.0098786144,0.0129052788784899,214961,9811,0,51822,2.484893,39.130497,1545.642508,8,1,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,81.25524491414605,41,81.7538147737422,91.00968519061,18000.0013,91.00968519061,0.0243316901594532,211720,9711,0,51056,2.338776,37.30477,1551.014677,16,1,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,81.25524491414605,41,81.7538147737422,90.0098786144,18000.001489,90.0098786144,0.0129479346023312,214442,9792,0,51706,2.487875,39.191303,1551.567122,2,1,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,81.25524491414605,41,81.7538147737422,91.00968519061,18000.003192,91.00968519061,0.0243316901594532,211669,9703,0,50985,2.326699,37.227656,1554.063082,32,1,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,81.25524491414605,41,81.7538147737422,90.0098786144,18000.001854,90.0098786144,0.0129976795785542,214131,9775,0,51581,2.477785,38.986614,1552.081468,4,1,timelimit,DONE
30,australia-abs-cta.mps.gz,104.0290678921603,44.99468627530809,31,105.77309319632384,106.90466814284,359.998228,106.90466814284,0.0,27657,3185,0,1849,0.6704249999999999,1.855258,198.86966,4,1,optimal,DONE
30,australia-abs-cta.mps.gz,104.0290678921603,44.99468627530809,31,105.77309319632384,106.90466814284,359.90571,106.90466814284,0.0,27657,3185,0,1849,0.6451359999999999,1.836524,198.792197,16,1,optimal,DONE
30,australia-abs-cta.mps.gz,104.0290678921603,44.99468627530809,31,105.77309319632384,106.90466814284,359.67139,106.90466814284,0.0,27657,3185,0,1849,0.645145,1.800598,198.588423,8,1,optimal,DONE
30,australia-abs-cta.mps.gz,104.0290678921603,44.99468627530809,31,105.77309319632384,106.90466814284,359.468505,106.90466814284,0.0,27657,3185,0,1849,0.639527,1.812141,198.479375,2,1,optimal,DONE
30,australia-abs-cta.mps.gz,104.0290678921603,44.99468627530809,31,105.77309319632384,106.90466814284,359.675556,106.90466814284,0.0,27657,3185,0,1849,0.65143,1.832238,198.540104,32,1,optimal,DONE
31,bab5.mps.gz,-1775422.122400002,-114930.53533333332,48,-107477.29309999998,-106411.8401,17863.886884,-106411.8401,0.0,1086362,100338,0,204088,6.307035,18.528837,504.872636,8,1,optimal,DONE
31,bab5.mps.gz,-1775422.122400002,-114930.53533333332,48,-107477.29309999998,-106411.8401,17812.5544,-106411.8401,0.0,1086362,100338,0,204088,6.16926,18.327939,505.0793,2,1,optimal,DONE
31,bab5.mps.gz,-1775422.122400002,-114930.53533333332,48,-107477.29309999998,-106411.8401,17791.607937,-106411.8401,0.0,1086362,100338,0,204088,6.07424,18.209621,505.088922,4,1,optimal,DONE
31,bab5.mps.gz,-1775422.122400002,-114930.53533333332,48,-107477.29309999998,-106411.8401,18000.001365,-106411.8401,0.001423168698687,928926,100335,0,203959,6.323556,18.561929,507.861667,32,1,timelimit,DONE
31,bab5.mps.gz,-1775422.122400002,-114930.53533333332,48,-107477.29309999998,-106411.8401,17864.879781,-106411.8401,0.0,1086362,100338,0,204088,6.274687,18.640855,507.398552,16,1,optimal,DONE
32,bc.mps.gz,4.289050631437719,4.5472317618938405,103,5.185645626298372,7.0,597.8423,7.0,0.0,47279,1909,0,2375,5.203457,8.113061,203.102829,8,1,optimal,DONE
32,bc.mps.gz,4.289050631437719,4.5472317618938405,103,5.185645626298372,7.0,578.377071,7.0,0.0,47279,1909,0,2375,5.603808,8.551467,208.837179,2,1,optimal,DONE
32,bc.mps.gz,4.289050631437719,4.5472317618938405,103,5.185645626298372,7.0,580.112347,7.0,0.0,47279,1909,0,2375,5.603721,8.558446,208.924707,4,1,optimal,DONE
32,bc.mps.gz,4.289050631437719,4.5472317618938405,103,5.185645626298372,7.0,597.099893,7.0,0.0,47279,1909,0,2375,5.219914,8.120425,203.000569,16,1,optimal,DONE
32,bc.mps.gz,4.289050631437719,4.5472317618938405,103,5.185645626298372,7.0,598.236581,7.0,0.0,47279,1909,0,2375,5.211011,8.120625,202.772398,32,1,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,2.192710148043759,97,2.695732891702149,3.338362547646319,179.336907,3.338362547646319,0.0,14922,589,0,1691,3.541105,5.570854,58.451592,4,1,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,2.192710148043759,97,2.695732891702149,3.338362547646319,154.837151,3.338362547646319,0.0,14922,589,0,1691,3.28891,5.263991,52.166022,32,1,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,2.192710148043759,97,2.695732891702149,3.338362547646319,178.24274,3.338362547646319,0.0,14922,589,0,1691,3.537303,5.559853,58.050991,8,1,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,2.192710148043759,97,2.695732891702149,3.338362547646319,175.384966,3.338362547646319,0.0,14922,589,0,1691,3.294772,5.257701,57.770855,16,1,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,2.192710148043759,97,2.695732891702149,3.338362547646319,178.50005,3.338362547646319,0.0,14922,589,0,1691,3.522532,5.548037,58.41779,2,1,optimal,DONE
34,beasleyC1.mps.gz,25.0,61.0,140,83.86398438402362,85.0,6.229983,85.0,0.0,5379,579,0,1,0.051541,0.081191,6.229916,16,1,optimal,DONE
34,beasleyC1.mps.gz,25.0,61.0,140,83.86398438402362,85.0,6.500383,85.0,0.0,5379,579,0,1,0.0544059999999999,0.0832919999999999,6.500336,2,1,optimal,DONE
34,beasleyC1.mps.gz,25.0,61.0,140,83.86398438402362,85.0,6.500365,85.0,0.0,5379,579,0,1,0.0543289999999999,0.0832919999999999,6.500318,8,1,optimal,DONE
34,beasleyC1.mps.gz,25.0,61.0,140,83.86398438402362,85.0,6.229983,85.0,0.0,5379,579,0,1,0.051541,0.081191,6.229916,32,1,optimal,DONE
34,beasleyC1.mps.gz,25.0,61.0,140,83.86398438402362,85.0,6.472185,85.0,0.0,5379,579,0,1,0.05439,0.0832919999999999,6.472136,4,1,optimal,DONE
35,beavma.mps.gz,128906.80000000002,333724.0712815307,78,338419.6999999999,383285.0,1.601699,383285.0,0.0,1886,0,0,1,0.034885,0.0577419999999999,1.586593,32,1,optimal,DONE
35,beavma.mps.gz,128906.80000000002,333724.0712815307,78,338419.6999999999,383285.0,1.545815,383285.0,0.0,1886,0,0,1,0.03465,0.05717,1.5309659999999998,2,1,optimal,DONE
35,beavma.mps.gz,128906.80000000002,333724.0712815307,78,338419.6999999999,383285.0,1.545815,383285.0,0.0,1886,0,0,1,0.034516,0.0571589999999999,1.531051,4,1,optimal,DONE
35,beavma.mps.gz,128906.80000000002,333724.0712815307,78,338419.6999999999,383285.0,1.600738,383285.0,0.0,1886,0,0,1,0.034721,0.05789,1.585026,8,1,optimal,DONE
35,beavma.mps.gz,128906.80000000002,333724.0712815307,78,338419.6999999999,383285.0,1.603722,383285.0,0.0,1886,0,0,1,0.034748,0.0578739999999999,1.5887479999999998,16,1,optimal,DONE
36,biella1.mps.gz,3060037.430763108,3060287.28307585,61,3063511.1293882434,3065005.779999996,1145.230442,3065005.779999997,0.0,8231,139,0,199,1.568797,7.555426,1077.685523,4,1,optimal,DONE
36,biella1.mps.gz,3060037.430763108,3060287.28307585,61,3063511.1293882434,3065005.779999996,1147.947512,3065005.779999997,0.0,8231,139,0,199,1.534968,7.502502,1078.353362,32,1,optimal,DONE
36,biella1.mps.gz,3060037.430763108,3060287.28307585,61,3063511.1293882434,3065005.779999996,1137.637829,3065005.779999997,0.0,8231,139,0,199,1.566213,7.55107,1072.382987,2,1,optimal,DONE
36,biella1.mps.gz,3060037.430763108,3060287.28307585,61,3063511.1293882434,3065005.779999996,1137.814772,3065005.779999997,0.0,8231,139,0,199,1.538041,7.503230999999999,1072.276747,8,1,optimal,DONE
36,biella1.mps.gz,3060037.430763108,3060287.28307585,61,3063511.1293882434,3065005.779999996,1141.515819,3065005.779999997,0.0,8231,139,0,199,1.5352329999999998,7.517241999999999,1075.911016,16,1,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,18.65670992982674,36,37.50394143304985,46.75,212.822482,46.75,0.0,154034,5857,0,17052,0.021107,0.0627819999999999,6.025939,2,1,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,18.65670992982674,36,37.50394143304985,46.75,212.479941,46.75,0.0,154034,5857,0,17052,0.021417,0.062621,6.034608,32,1,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,18.65670992982674,36,37.50394143304985,46.75,212.438101,46.75,0.0,154034,5857,0,17052,0.025494,0.067476,6.044794,8,1,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,18.65670992982674,36,37.50394143304985,46.75,212.625622,46.75,0.0,154034,5857,0,17052,0.0234559999999999,0.064951,6.03217,4,1,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,18.65670992982674,36,37.50394143304985,46.75,205.933016,46.75,0.0,154034,5857,0,17052,0.026801,0.066147,5.545423,16,1,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,18.65670992982674,51,37.336444135607046,54.6,798.180818,54.6,0.0,1152094,35732,0,80837,0.019788,0.0631159999999999,64.967379,32,1,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,18.65670992982674,51,37.336444135607046,54.6,785.139955,54.6,0.0,1152094,35732,0,80837,0.0245699999999999,0.0678619999999999,64.337915,4,1,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,18.65670992982674,51,37.336444135607046,54.6,798.180818,54.6,0.0,1152094,35732,0,80837,0.019826,0.0631159999999999,64.967369,16,1,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,18.65670992982674,51,37.336444135607046,54.6,788.86114,54.6,0.0,1152094,35732,0,80837,0.0243649999999999,0.067864,64.517036,2,1,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,18.65670992982674,51,37.336444135607046,54.6,785.725686,54.6,0.0,1152094,35732,0,80837,0.024023,0.067864,64.33065,8,1,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,6644.706029481107,49,6714.6758837913485,6742.200023999493,60.755953,6742.200023999493,0.0,52599,5225,0,2269,0.066939,0.121122,3.309715,16,1,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,6644.706029481107,49,6714.6758837913485,6742.200023999493,60.755953,6742.200023999493,0.0,52599,5225,0,2269,0.062503,0.1173159999999999,3.310153,32,1,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,6644.706029481107,49,6714.6758837913485,6742.200023999493,60.110146,6742.200023999493,0.0,52599,5225,0,2269,0.062504,0.1173149999999999,3.302426,4,1,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,6644.706029481107,49,6714.6758837913485,6742.200023999493,59.950272,6742.200023999493,0.0,52599,5225,0,2269,0.064641,0.119391,3.297402,2,1,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,6644.706029481107,49,6714.6758837913485,6742.200023999493,60.755957,6742.200023999493,0.0,52599,5225,0,2269,0.066938,0.1210339999999999,3.310223,8,1,optimal,DONE
40,blend2.mps.gz,7.043999070402349,7.04399907040235,6,7.047626604978829,7.598985000000001,2.733306,7.598985000000001,0.0,1671,389,0,854,0.04146,0.073087,1.234308,2,1,optimal,DONE
40,blend2.mps.gz,7.043999070402349,7.04399907040235,6,7.047626604978829,7.598985000000001,2.73333,7.598985000000001,0.0,1671,389,0,854,0.0416599999999999,0.073116,1.234331,8,1,optimal,DONE
40,blend2.mps.gz,7.043999070402349,7.04399907040235,6,7.047626604978829,7.598985000000001,2.733501,7.598985000000001,0.0,1671,389,0,854,0.041484,0.073115,1.234331,16,1,optimal,DONE
40,blend2.mps.gz,7.043999070402349,7.04399907040235,6,7.047626604978829,7.598985000000001,2.733466,7.598985000000001,0.0,1671,389,0,854,0.041462,0.0731,1.234305,4,1,optimal,DONE
40,blend2.mps.gz,7.043999070402349,7.04399907040235,6,7.047626604978829,7.598985000000001,3.141907,7.598985000000001,0.0,1671,389,0,854,0.0446639999999999,0.080301,1.343534,32,1,optimal,DONE
41,bley_xl1.mps.gz,80.0,184.4391691056099,26,189.9182994627406,190.0,26.900861,190.0,0.0,9115,262,0,8,10.735649,12.509881,21.90388,32,1,optimal,DONE
41,bley_xl1.mps.gz,80.0,184.4391691056099,26,189.9182994627406,190.0,27.04374,190.0,0.0,9115,262,0,8,10.273993,12.144943,21.918832,2,1,optimal,DONE
41,bley_xl1.mps.gz,80.0,184.4391691056099,26,189.9182994627406,190.0,25.66442,190.0,0.0,9115,262,0,8,9.476962,11.255002,20.658511,4,1,optimal,DONE
41,bley_xl1.mps.gz,80.0,184.4391691056099,26,189.9182994627406,190.0,26.885238,190.0,0.0,9115,262,0,8,10.727707,12.530514,21.90744,8,1,optimal,DONE
41,bley_xl1.mps.gz,80.0,184.4391691056099,26,189.9182994627406,190.0,26.869072,190.0,0.0,9115,262,0,8,10.716995,12.509821,21.894437,16,1,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,2277.8121230358547,49,2308.830351194368,2342.315488,151.668385,2342.315488,0.0,4230,462,0,2945,0.548684,29.478213,56.37327,2,1,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,2277.8121230358547,49,2308.830351194368,2342.315488,177.612585,2342.315488,0.0,4230,462,0,2945,0.5743119999999999,29.341037,57.911356,16,1,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,2277.8121230358547,49,2308.830351194368,2342.315488,177.480248,2342.315488,0.0,4230,462,0,2945,0.574341,29.282768,57.507463,8,1,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,2277.8121230358547,49,2308.830351194368,2342.315488,186.503521,2342.315488,0.0,4230,462,0,2945,0.579739,29.830222,58.649725,4,1,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,2277.8121230358547,49,2308.830351194368,2342.315488,167.675425,2342.315488,0.0,4230,462,0,2945,0.544272,30.183613,61.775423,32,1,optimal,DONE
43,bmocbd.mps.gz,-32041010095048.54,0.0,0,-32041010095048.54,-32041010095048.54,73.905047,-32041010095048.54,0.0,0,0,0,1,0.0,0.0,0.0,16,1,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0.0,0,-32041010095048.54,-32041010095048.54,45.315188,-32041010095048.54,0.0,0,0,0,1,0.0,0.0,0.0,8,1,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0.0,0,-32041010095048.54,-32041010095048.54,61.542543,-32041010095048.54,0.0,0,0,0,1,0.0,0.0,0.0,2,1,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0.0,0,-32041010095048.54,-32041010095048.54,54.541465,-32041010095048.54,0.0,0,0,0,1,0.0,0.0,0.0,4,1,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0.0,0,-32041010095048.54,-32041010095048.54,73.537552,-32041010095048.54,0.0,0,0,0,1,0.0,0.0,0.0,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0.0,0,-31953009810551.355,-31953009810551.355,42.918047,-31953009810551.355,0.0,0,0,0,1,0.0,0.0,0.0,16,1,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0.0,0,-31953009810551.355,-31953009810551.355,42.781288,-31953009810551.355,0.0,0,0,0,1,0.0,0.0,0.0,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0.0,0,-31953009810551.355,-31953009810551.355,72.885119,-31953009810551.355,0.0,0,0,0,1,0.0,0.0,0.0,2,1,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0.0,0,-31953009810551.355,-31953009810551.355,73.474138,-31953009810551.355,0.0,0,0,0,1,0.0,0.0,0.0,8,1,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0.0,0,-31953009810551.355,-31953009810551.355,73.255206,-31953009810551.355,0.0,0,0,0,1,0.0,0.0,0.0,4,1,optimal,DONE SOLVED THROUGH LP RELAXATION
45,bnatt400.mps.gz,0.0,0.0,22,0.0,1.0,295.045011,1.0,0.0,87231,27074,0,4071,0.805835,2.943642,118.849075,32,1,optimal,DONE
45,bnatt400.mps.gz,0.0,0.0,22,0.0,1.0,287.903163,1.0,0.0,87231,27074,0,4071,0.7934089999999999,4.240125,114.621775,16,1,optimal,DONE
45,bnatt400.mps.gz,0.0,0.0,22,0.0,1.0,266.984018,1.0,0.0,87231,27074,0,4071,0.675075,2.608753,98.773228,2,1,optimal,DONE
45,bnatt400.mps.gz,0.0,0.0,22,0.0,1.0,270.890375,1.0,0.0,87231,27074,0,4071,0.637529,2.506706,97.639256,8,1,optimal,DONE
45,bnatt400.mps.gz,0.0,0.0,22,0.0,1.0,271.649249,1.0,0.0,87231,27074,0,4071,0.64701,2.535992,97.980589,4,1,optimal,DONE
46,bppc4-08.mps.gz,51.59,52.0,24,52.0,53.0,18000.000138,53.0,0.0192307692307692,3581041,255742,0,967977,0.288748,0.639581,24.209992,16,1,timelimit,DONE
46,bppc4-08.mps.gz,51.59,52.0,24,52.0,53.0,18000.000252,53.0,0.0192307692307692,3666900,263013,0,998236,0.292765,0.643428,22.634527,32,1,timelimit,DONE
46,bppc4-08.mps.gz,51.59,52.0,24,52.0,53.0,18000.000118,53.0,0.0192307692307692,3411184,243318,0,913807,0.301933,0.665724,24.411181,2,1,timelimit,DONE
46,bppc4-08.mps.gz,51.59,52.0,24,52.0,53.0,18000.000186,53.0,0.0192307692307692,3943003,283329,0,1085643,0.288533,0.640398,24.039033,8,1,timelimit,DONE
46,bppc4-08.mps.gz,51.59,52.0,24,52.0,53.0,18000.000123,53.0,0.0192307692307692,3496312,249123,0,939448,0.2893799999999999,0.715472,23.82112,4,1,timelimit,DONE
47,bppc8-02.mps.gz,36.0,487.0,26,487.0,507.0,0.8364779999999999,507.0,0.0,1894,53,0,125,0.039656,0.076626,0.437959,2,1,optimal,DONE
47,bppc8-02.mps.gz,36.0,487.0,26,487.0,507.0,0.858161,507.0,0.0,1894,53,0,125,0.0344929999999999,0.0712749999999999,0.441943,32,1,optimal,DONE
47,bppc8-02.mps.gz,36.0,487.0,26,487.0,507.0,0.879725,507.0,0.0,1894,53,0,125,0.037743,0.076149,0.4571159999999999,8,1,optimal,DONE
47,bppc8-02.mps.gz,36.0,487.0,26,487.0,507.0,0.879724,507.0,0.0,1894,53,0,125,0.037745,0.076151,0.458261,4,1,optimal,DONE
47,bppc8-02.mps.gz,36.0,487.0,26,487.0,507.0,0.858177,507.0,0.0,1894,53,0,125,0.035265,0.07127,0.441943,16,1,optimal,DONE
48,brazil3.mps.gz,1.9999999999999856,3.8333333333333286,25,24.0,37.000000000000014,18000.000665,37.000000000000014,0.5416666666666654,15766,3043,0,3962,2.318979,33.4397,8569.799326,8,1,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,3.8333333333333286,25,24.0,37.000000000000014,18000.000557,37.000000000000014,0.5416666666666654,15778,3052,0,3968,2.339084,33.470207,8553.740522,2,1,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,3.8333333333333286,25,24.0,37.000000000000014,18000.003014,37.000000000000014,0.5416666666666654,15778,3052,0,3969,2.362585,34.022224,8552.652266,32,1,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,3.8333333333333286,25,24.0,37.000000000000014,18000.000663,37.000000000000014,0.5416666666666654,15778,3052,0,3964,2.330118,33.466685,8557.807278,4,1,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,3.8333333333333286,25,24.0,37.000000000000014,18000.00069,37.000000000000014,0.5416666666666654,15585,2995,0,3865,2.38169,34.556355,8699.197758,16,1,timelimit,DONE
49,breastcancer-regularized.mps.gz,0.1043850414667073,1.2236296151418689,39,9.011327381407414,35.76784210526316,3501.757294,35.76784210526316,0.0,4027717,191251,0,1184081,0.132829,0.224679,24.638337,2,1,optimal,DONE
49,breastcancer-regularized.mps.gz,0.1043850414667073,1.2236296151418689,39,9.011327381407414,35.76784210526316,3612.029281,35.76784210526316,0.0,4027717,191251,0,1184081,0.124764,0.2149859999999999,24.662032,32,1,optimal,DONE
49,breastcancer-regularized.mps.gz,0.1043850414667073,1.2236296151418689,39,9.011327381407414,35.76784210526316,3598.329335,35.76784210526316,0.0,4027717,191251,0,1184081,0.125501,0.214994,24.661719,4,1,optimal,DONE
49,breastcancer-regularized.mps.gz,0.1043850414667073,1.2236296151418689,39,9.011327381407414,35.76784210526316,3609.327869,35.76784210526316,0.0,4027717,191251,0,1184081,0.124765,0.21502,24.661102,8,1,optimal,DONE
49,breastcancer-regularized.mps.gz,0.1043850414667073,1.2236296151418689,39,9.011327381407414,35.76784210526316,3612.45294,35.76784210526316,0.0,4027717,191251,0,1184081,0.124765,0.214937,24.662133,16,1,optimal,DONE
50,cap6000.mps.gz,-10950240.0,-2451535.8057408705,33,-2451438.276292859,-2451377.0,5.261052,-2451377.0,0.0,5150,572,0,2009,0.274932,0.6621739999999999,2.578212,8,1,optimal,DONE
50,cap6000.mps.gz,-10950240.0,-2451535.8057408705,33,-2451438.276292859,-2451377.0,5.170853,-2451377.0,0.0,5150,572,0,2009,0.26364,0.6243449999999999,2.536649,32,1,optimal,DONE
50,cap6000.mps.gz,-10950240.0,-2451535.8057408705,33,-2451438.276292859,-2451377.0,5.07969,-2451377.0,0.0,5150,572,0,2009,0.2696929999999999,0.650436,2.540147,2,1,optimal,DONE
50,cap6000.mps.gz,-10950240.0,-2451535.8057408705,33,-2451438.276292859,-2451377.0,5.261015,-2451377.0,0.0,5150,572,0,2009,0.274904,0.664549,2.578644,4,1,optimal,DONE
50,cap6000.mps.gz,-10950240.0,-2451535.8057408705,33,-2451438.276292859,-2451377.0,5.260927,-2451377.0,0.0,5150,572,0,2009,0.2748549999999999,0.662063,2.578087,16,1,optimal,DONE
51,cbs-cta.mps.gz,0.0,0.0,15,0.0,0.0,41.788617,0.0,0.0,13205,1813,0,1,0.460175,4.380852,41.788437,32,1,optimal,DONE
51,cbs-cta.mps.gz,0.0,0.0,15,0.0,0.0,38.467619,0.0,0.0,13205,1813,0,1,0.384139,3.955136,38.467399,4,1,optimal,DONE
51,cbs-cta.mps.gz,0.0,0.0,15,0.0,0.0,40.41695,0.0,0.0,13205,1813,0,1,0.416205,4.183203,40.41675,16,1,optimal,DONE
51,cbs-cta.mps.gz,0.0,0.0,15,0.0,0.0,38.610973,0.0,0.0,13205,1813,0,1,0.390467,3.981939,38.610759,2,1,optimal,DONE
51,cbs-cta.mps.gz,0.0,0.0,15,0.0,0.0,39.855229,0.0,0.0,13205,1813,0,1,0.4167019999999999,4.212957,39.855039,8,1,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,3.0,11,3.0,4.0,91.147096,4.0,0.0,15755,450,0,1316,0.3692689999999999,9.234716,24.542708,8,1,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,3.0,11,3.0,4.0,79.86823,4.0,0.0,15755,450,0,1316,0.328654,8.664184,22.707881,2,1,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,3.0,11,3.0,4.0,86.005041,4.0,0.0,15755,450,0,1316,0.3537579999999999,8.705631,23.018676,32,1,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,3.0,11,3.0,4.0,86.67135,4.0,0.0,15755,450,0,1316,0.32572,8.845431,23.501897,4,1,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,3.0,11,3.0,4.0,86.113054,4.0,0.0,15755,450,0,1316,0.3537579999999999,8.727962999999999,23.024563,16,1,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,3.0,11,3.0,4.0,302.953639,4.0,0.0,27211,2648,0,863,1.001958,33.941667,63.124394,4,1,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,3.0,11,3.0,4.0,308.26682,4.0,0.0,27211,2648,0,863,0.977244,34.810865,64.170941,16,1,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,3.0,11,3.0,4.0,307.691254,4.0,0.0,27211,2648,0,863,0.979729,35.017046,64.684118,8,1,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,3.0,11,3.0,4.0,305.335885,4.0,0.0,27211,2648,0,863,0.989547,34.090521,63.390626,2,1,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,3.0,11,3.0,4.0,287.745098,4.0,0.0,27211,2648,0,863,0.8057489999999999,30.929577,59.264591,32,1,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0.0,0,3.0,4.0,1.207906,4.0,0.0,2111,0,0,1,0.087139,0.0,0.0,8,1,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0.0,0,3.0,4.0,1.270683,4.0,0.0,2111,0,0,1,0.0871339999999999,0.0,0.0,16,1,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0.0,0,3.0,4.0,1.284771,4.0,0.0,2111,0,0,1,0.084934,0.0,0.0,32,1,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0.0,0,3.0,4.0,1.20738,4.0,0.0,2111,0,0,1,0.087139,0.0,0.0,2,1,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0.0,0,3.0,4.0,1.206887,4.0,0.0,2111,0,0,1,0.087139,0.0,0.0,4,1,optimal,DONE
