,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/O CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
147,mik-250-20-75-5.mps.gz,-205732.0,0,0,-54821.0,-51532.0,31.355038,-51532.0,0.0,300,0,0,91136,0.031099,0,0,8,0,optimal,DONE
147,mik-250-20-75-5.mps.gz,-205732.0,0,0,-54821.0,-51532.0,31.743976,-51532.0,0.0,300,0,0,91136,0.033513,0,0,32,0,optimal,DONE
147,mik-250-20-75-5.mps.gz,-205732.0,0,0,-54821.0,-51532.0,31.461634999999998,-51532.0,0.0,300,0,0,91136,0.030959,0,0,4,0,optimal,DONE
148,mine-166-5.mps.gz,-1056607342.6040107,0,0,-570351122.1177051,-566395707.8708299,13.178138,-566395707.8708299,0.0,30900,0,0,1228,1.425236,0,0,8,0,optimal,DONE
148,mine-166-5.mps.gz,-1056607342.6040107,0,0,-570351122.1177051,-566395707.8708299,13.138035999999998,-566395707.8708299,0.0,30900,0,0,1228,1.3639729999999999,0,0,4,0,optimal,DONE
148,mine-166-5.mps.gz,-1056607342.6040107,0,0,-570351122.1177051,-566395707.8708299,13.231549,-566395707.8708299,0.0,30900,0,0,1228,1.417014,0,0,32,0,optimal,DONE
148,mine-166-5.mps.gz,-1056607342.6040107,0,0,-570351122.1177051,-566395707.8708299,13.212883999999999,-566395707.8708299,0.0,30900,0,0,1228,1.417224,0,0,16,0,optimal,DONE
148,mine-166-5.mps.gz,-1056607342.6040107,0,0,-570351122.1177051,-566395707.8708299,13.120545000000002,-566395707.8708299,0.0,30900,0,0,1228,1.3681860000000001,0,0,2,0,optimal,DONE
149,mine-90-10.mps.gz,-1353911856.528028,0,0,-826469128.5481702,-784302337.633173,97.168275,-784302337.633173,0.0,13799,0,0,31964,1.034958,0,0,4,0,optimal,DONE
149,mine-90-10.mps.gz,-1353911856.528028,0,0,-826469128.5481702,-784302337.633173,111.339294,-784302337.633173,0.0,13799,0,0,31964,1.087453,0,0,16,0,optimal,DONE
149,mine-90-10.mps.gz,-1353911856.528028,0,0,-826469128.5481702,-784302337.633173,111.73581899999999,-784302337.633173,0.0,13799,0,0,31964,1.0899459999999999,0,0,8,0,optimal,DONE
149,mine-90-10.mps.gz,-1353911856.528028,0,0,-826469128.5481702,-784302337.633173,97.168275,-784302337.633173,0.0,13799,0,0,31964,1.0470959999999998,0,0,2,0,optimal,DONE
149,mine-90-10.mps.gz,-1353911856.528028,0,0,-826469128.5481702,-784302337.633173,112.114147,-784302337.633173,0.0,13799,0,0,31964,1.0904719999999999,0,0,32,0,optimal,DONE
150,misc07.mps.gz,1425.0,0,0,1425.0,2810.0,4.089328,2810.0,0.0,220,0,0,1566,0.11593800000000001,0,0,2,0,optimal,DONE
150,misc07.mps.gz,1425.0,0,0,1425.0,2810.0,4.012938,2810.0,0.0,220,0,0,1566,0.113248,0,0,16,0,optimal,DONE
150,misc07.mps.gz,1425.0,0,0,1425.0,2810.0,3.999422,2810.0,0.0,220,0,0,1566,0.116605,0,0,8,0,optimal,DONE
150,misc07.mps.gz,1425.0,0,0,1425.0,2810.0,4.013012000000001,2810.0,0.0,220,0,0,1566,0.11350899999999998,0,0,32,0,optimal,DONE
150,misc07.mps.gz,1425.0,0,0,1425.0,2810.0,4.089329,2810.0,0.0,220,0,0,1566,0.116096,0,0,4,0,optimal,DONE
151,mitre.mps.gz,-2347860.0,0,0,115155.0,115155.0,8.884163000000001,115155.0,0.0,1315,0,0,18,7.634593,0,0,2,0,optimal,DONE
151,mitre.mps.gz,-2347860.0,0,0,115155.0,115155.0,10.828125,115155.0,0.0,1315,0,0,18,9.463550999999999,0,0,8,0,optimal,DONE
151,mitre.mps.gz,-2347860.0,0,0,115155.0,115155.0,10.537697999999999,115155.0,0.0,1315,0,0,18,9.173196,0,0,32,0,optimal,DONE
151,mitre.mps.gz,-2347860.0,0,0,115155.0,115155.0,10.828123,115155.0,0.0,1315,0,0,18,9.462957000000001,0,0,4,0,optimal,DONE
151,mitre.mps.gz,-2347860.0,0,0,115155.0,115155.0,10.643797,115155.0,0.0,1315,0,0,18,9.281039,0,0,16,0,optimal,DONE
152,mkc1.mps.gz,-60311.23200000071,0,0,-611.8499999999998,-607.207,18000.01118,-607.207,4.940654504667061e-06,5654,0,0,6430600,0.352087,0,0,16,0,timelimit,DONE
152,mkc1.mps.gz,-60311.23200000071,0,0,-611.8499999999998,-607.207,18000.011103,-607.207,4.940654504667061e-06,5654,0,0,6293623,0.349671,0,0,2,0,timelimit,DONE
152,mkc1.mps.gz,-60311.23200000071,0,0,-611.8499999999998,-607.207,18000.010435,-607.207,4.940654504667061e-06,5654,0,0,6393037,0.352087,0,0,8,0,timelimit,DONE
152,mkc1.mps.gz,-60311.23200000071,0,0,-611.8499999999998,-607.207,18000.013163,-607.207,4.940654504667061e-06,5654,0,0,7518831,0.268758,0,0,32,0,timelimit,DONE
152,mkc1.mps.gz,-60311.23200000071,0,0,-611.8499999999998,-607.207,18000.010714,-607.207,4.940654504667061e-06,5654,0,0,6307568,0.349671,0,0,4,0,timelimit,DONE
153,mod010.mps.gz,80.0,0,0,6532.083333333332,6548.0,0.845159,6548.0,0.0,583,0,0,3,0.160401,0,0,2,0,optimal,DONE
153,mod010.mps.gz,80.0,0,0,6532.083333333332,6548.0,0.8471529999999999,6548.0,0.0,583,0,0,3,0.163824,0,0,16,0,optimal,DONE
153,mod010.mps.gz,80.0,0,0,6532.083333333332,6548.0,0.856333,6548.0,0.0,583,0,0,3,0.16206600000000002,0,0,4,0,optimal,DONE
153,mod010.mps.gz,80.0,0,0,6532.083333333332,6548.0,0.8449019999999999,6548.0,0.0,583,0,0,3,0.161055,0,0,32,0,optimal,DONE
153,mod010.mps.gz,80.0,0,0,6532.083333333332,6548.0,0.840525,6548.0,0.0,583,0,0,3,0.16583299999999998,0,0,8,0,optimal,DONE
154,mod011.mps.gz,-948674293.3319967,0,0,-62081950.287313096,-54558535.0142275,438.531596,-54558535.0142275,0.0,2904,0,0,38117,0.451245,0,0,4,0,optimal,DONE
154,mod011.mps.gz,-948674293.3319967,0,0,-62081950.287313096,-54558535.0142275,428.17382699999996,-54558535.0142275,0.0,2904,0,0,38117,0.444247,0,0,2,0,optimal,DONE
154,mod011.mps.gz,-948674293.3319967,0,0,-62081950.287313096,-54558535.0142275,443.786855,-54558535.0142275,0.0,2904,0,0,38117,0.44403400000000004,0,0,16,0,optimal,DONE
154,mod011.mps.gz,-948674293.3319967,0,0,-62081950.287313096,-54558535.0142275,444.238188,-54558535.0142275,0.0,2904,0,0,38117,0.44121000000000005,0,0,32,0,optimal,DONE
154,mod011.mps.gz,-948674293.3319967,0,0,-62081950.287313096,-54558535.0142275,438.536113,-54558535.0142275,0.0,2904,0,0,38117,0.43522700000000003,0,0,8,0,optimal,DONE
155,momentum2.mps.gz,9102.0,0,0,10696.743674920386,12515.310832221003,18000.003603999998,12515.310832221003,0.16676710002585998,25837,0,0,240251,14.778022,0,0,8,0,timelimit,DONE
155,momentum2.mps.gz,9102.0,0,0,10696.743674920386,12515.310832221003,18000.003321,12515.310832221003,0.16693455348488062,25837,0,0,197675,16.0232,0,0,2,0,timelimit,DONE
155,momentum2.mps.gz,9102.0,0,0,10696.743674920386,12515.310832221003,18000.0027,12515.310832221003,0.16693455348488062,25837,0,0,197791,15.98656,0,0,4,0,timelimit,DONE
155,momentum2.mps.gz,9102.0,0,0,10696.743674920386,12515.310832221003,18000.003475,12515.310832221003,0.16693455348488062,25837,0,0,197258,15.643358,0,0,32,0,timelimit,DONE
155,momentum2.mps.gz,9102.0,0,0,10696.743674920386,12515.310832221003,18000.011012,12515.310832221003,0.16676710002585998,25837,0,0,240202,14.744964000000001,0,0,16,0,timelimit,DONE
156,msc98-ip.mps.gz,1057700.0007078452,0,0,19530897.71225029,21630738.00579649,18000.001605,21630738.00579649,0.10039451941196786,29183,0,0,3127,1.2210450000000002,0,0,32,0,timelimit,DONE
156,msc98-ip.mps.gz,1057700.0007078452,0,0,19530897.71225029,21630738.00579649,18000.000913,21630738.00579649,0.10039451941199623,29183,0,0,3036,1.122718,0,0,16,0,timelimit,DONE
156,msc98-ip.mps.gz,1057700.0007078452,0,0,19530897.71225029,21630738.00579649,18000.001214,21630738.00579649,0.10039451941196786,29183,0,0,3141,1.152382,0,0,4,0,timelimit,DONE
156,msc98-ip.mps.gz,1057700.0007078452,0,0,19530897.71225029,21630738.00579649,18000.001106,21630738.00579649,0.10039451941196786,29183,0,0,3161,1.152255,0,0,8,0,timelimit,DONE
156,msc98-ip.mps.gz,1057700.0007078452,0,0,19530897.71225029,21630738.00579649,18000.001145,21630738.00579649,0.10039451941199623,29183,0,0,3018,1.199103,0,0,2,0,timelimit,DONE
157,mspsphard01i.mps.gz,21.0,0,0,29.0,35.0,2862.914236,35.0,0.0,37321,0,0,152457,72.67864200000001,0,0,32,0,optimal,DONE
157,mspsphard01i.mps.gz,21.0,0,0,29.0,35.0,2863.3251210000003,35.0,0.0,37321,0,0,152457,72.505904,0,0,8,0,optimal,DONE
157,mspsphard01i.mps.gz,21.0,0,0,29.0,35.0,2849.284244,35.0,0.0,37321,0,0,152457,72.30317,0,0,16,0,optimal,DONE
157,mspsphard01i.mps.gz,21.0,0,0,29.0,35.0,2915.7560329999997,35.0,0.0,37321,0,0,152457,67.287671,0,0,4,0,optimal,DONE
157,mspsphard01i.mps.gz,21.0,0,0,29.0,35.0,2915.752707,35.0,0.0,37321,0,0,152457,67.287671,0,0,2,0,optimal,DONE
158,mushroom-best.mps.gz,-0.0013157894736842124,0,0,0.012682926829268288,0.055333761232349135,2877.133819,0.055333761232349135,0.0,16916,0,0,64701,1.29793,0,0,4,0,optimal,DONE
158,mushroom-best.mps.gz,-0.0013157894736842124,0,0,0.012682926829268288,0.055333761232349135,2870.6748039999998,0.055333761232349135,0.0,16916,0,0,64701,1.433354,0,0,2,0,optimal,DONE
158,mushroom-best.mps.gz,-0.0013157894736842124,0,0,0.012682926829268288,0.055333761232349135,2689.980744,0.055333761232349135,0.0,16916,0,0,64701,0.951176,0,0,8,0,optimal,DONE
158,mushroom-best.mps.gz,-0.0013157894736842124,0,0,0.012682926829268288,0.055333761232349135,2684.718289,0.055333761232349135,0.0,16916,0,0,64701,1.017409,0,0,16,0,optimal,DONE
158,mushroom-best.mps.gz,-0.0013157894736842124,0,0,0.012682926829268288,0.055333761232349135,2693.700002,0.055333761232349135,0.0,16916,0,0,64701,1.017536,0,0,32,0,optimal,DONE
159,mzzv11.mps.gz,-25998.0,0,0,-22901.58476931629,-21718.0,1562.952836,-21718.0,0.0,16546,0,0,8880,21.73752,0,0,16,0,optimal,DONE
159,mzzv11.mps.gz,-25998.0,0,0,-22901.58476931629,-21718.0,1564.945592,-21718.0,0.0,16546,0,0,8880,21.797121,0,0,32,0,optimal,DONE
159,mzzv11.mps.gz,-25998.0,0,0,-22901.58476931629,-21718.0,1235.581834,-21718.0,0.0,16546,0,0,8880,13.871444,0,0,2,0,optimal,DONE
159,mzzv11.mps.gz,-25998.0,0,0,-22901.58476931629,-21718.0,1564.394772,-21718.0,0.0,16546,0,0,8880,18.773784,0,0,8,0,optimal,DONE
159,mzzv11.mps.gz,-25998.0,0,0,-22901.58476931629,-21718.0,1147.561831,-21718.0,0.0,16546,0,0,8880,11.919184,0,0,4,0,optimal,DONE
160,mzzv42z.mps.gz,-22278.0,0,0,-21622.998481242863,-20540.0,1026.438345,-20540.0,0.0,20533,0,0,2656,4.06982,0,0,32,0,optimal,DONE
160,mzzv42z.mps.gz,-22278.0,0,0,-21622.998481242863,-20540.0,1027.150603,-20540.0,0.0,20533,0,0,2656,4.0406629999999994,0,0,16,0,optimal,DONE
160,mzzv42z.mps.gz,-22278.0,0,0,-21622.998481242863,-20540.0,1026.198184,-20540.0,0.0,20533,0,0,2656,4.037996,0,0,8,0,optimal,DONE
160,mzzv42z.mps.gz,-22278.0,0,0,-21622.998481242863,-20540.0,1012.245723,-20540.0,0.0,20533,0,0,2656,3.934824,0,0,4,0,optimal,DONE
160,mzzv42z.mps.gz,-22278.0,0,0,-21622.998481242863,-20540.0,1012.8894240000001,-20540.0,0.0,20533,0,0,2656,3.908732,0,0,2,0,optimal,DONE
161,n13-3.mps.gz,9105.0,0,0,10552.35294117647,13384.999999999984,112.282743,13384.999999999984,0.0,534,0,0,24332,0.132118,0,0,2,0,optimal,DONE
161,n13-3.mps.gz,9105.0,0,0,10552.35294117647,13384.999999999984,106.81613600000001,13384.999999999984,0.0,534,0,0,24332,0.127356,0,0,4,0,optimal,DONE
161,n13-3.mps.gz,9105.0,0,0,10552.35294117647,13384.999999999984,102.98626999999999,13384.999999999984,0.0,534,0,0,24332,0.12504400000000002,0,0,32,0,optimal,DONE
161,n13-3.mps.gz,9105.0,0,0,10552.35294117647,13384.999999999984,104.396135,13384.999999999984,0.0,534,0,0,24332,0.12576700000000002,0,0,16,0,optimal,DONE
161,n13-3.mps.gz,9105.0,0,0,10552.35294117647,13384.999999999984,109.138926,13384.999999999984,0.0,534,0,0,24332,0.128334,0,0,8,0,optimal,DONE
162,n2seq36f.mps.gz,52000.0,0,0,52000.0,52200.0,14.871632,52200.0,0.0,762,0,0,3982,0.205904,0,0,8,0,optimal,DONE
162,n2seq36f.mps.gz,52000.0,0,0,52000.0,52200.0,14.261092999999999,52200.0,0.0,762,0,0,3982,0.202817,0,0,2,0,optimal,DONE
162,n2seq36f.mps.gz,52000.0,0,0,52000.0,52200.0,14.871322,52200.0,0.0,762,0,0,3982,0.205594,0,0,4,0,optimal,DONE
162,n2seq36f.mps.gz,52000.0,0,0,52000.0,52200.0,14.15851,52200.0,0.0,762,0,0,3982,0.206328,0,0,32,0,optimal,DONE
162,n2seq36f.mps.gz,52000.0,0,0,52000.0,52200.0,14.33886,52200.0,0.0,762,0,0,3982,0.207062,0,0,16,0,optimal,DONE
163,n2seq36q.mps.gz,52000.0,0,0,52000.0,52200.0,883.11002,52200.0,0.0,3302,0,0,43811,1.303841,0,0,16,0,optimal,DONE
163,n2seq36q.mps.gz,52000.0,0,0,52000.0,52200.0,896.7017880000001,52200.0,0.0,3302,0,0,43811,1.32928,0,0,2,0,optimal,DONE
163,n2seq36q.mps.gz,52000.0,0,0,52000.0,52200.0,881.602966,52200.0,0.0,3302,0,0,43811,1.303925,0,0,32,0,optimal,DONE
163,n2seq36q.mps.gz,52000.0,0,0,52000.0,52200.0,893.998948,52200.0,0.0,3302,0,0,43811,1.3307440000000001,0,0,4,0,optimal,DONE
163,n2seq36q.mps.gz,52000.0,0,0,52000.0,52200.0,900.691591,52200.0,0.0,3302,0,0,43811,1.2894290000000002,0,0,8,0,optimal,DONE
164,n3div36.mps.gz,114333.37474120082,0,0,114333.37474120082,133200.00000000006,18000.263336,133200.00000000006,0.13512410489638596,13359,0,0,104422,2.0773580000000003,0,0,32,0,timelimit,DONE
164,n3div36.mps.gz,114333.37474120082,0,0,114333.37474120082,133200.00000000006,18001.023504,133200.00000000006,0.13512410489638596,13359,0,0,104979,2.045407,0,0,16,0,timelimit,DONE
164,n3div36.mps.gz,114333.37474120082,0,0,114333.37474120082,131400.0,18000.00145,131400.0,0.11690786710898456,13359,0,0,190144,1.8664990000000001,0,0,2,0,timelimit,DONE
164,n3div36.mps.gz,114333.37474120082,0,0,114333.37474120082,131400.0,18000.490455000003,131400.0,0.11772191698907407,13359,0,0,157761,2.1094049999999998,0,0,4,0,timelimit,DONE
164,n3div36.mps.gz,114333.37474120082,0,0,114333.37474120082,133200.00000000006,18000.002736000002,133200.00000000006,0.1351715359103461,13359,0,0,103824,2.06671,0,0,8,0,timelimit,DONE
165,n7-3.mps.gz,7370.0,0,0,12462.94117647059,15425.999999999987,1564.615027,15425.999999999987,0.0,2460,0,0,132731,0.199515,0,0,16,0,optimal,DONE
165,n7-3.mps.gz,7370.0,0,0,12462.94117647059,15425.999999999987,1542.088718,15425.999999999987,0.0,2460,0,0,132731,0.18856,0,0,2,0,optimal,DONE
165,n7-3.mps.gz,7370.0,0,0,12462.94117647059,15425.999999999987,1584.563521,15425.999999999987,0.0,2460,0,0,132731,0.194214,0,0,4,0,optimal,DONE
165,n7-3.mps.gz,7370.0,0,0,12462.94117647059,15425.999999999987,1531.894957,15425.999999999987,0.0,2460,0,0,132731,0.20085,0,0,32,0,optimal,DONE
165,n7-3.mps.gz,7370.0,0,0,12462.94117647059,15425.999999999987,1580.969505,15425.999999999987,0.0,2460,0,0,132731,0.19436900000000001,0,0,8,0,optimal,DONE
166,neos-1061020.mps.gz,-8408868215.400043,0,0,-145860.37060805561,-142745.29999996425,197.60858000000002,-142745.29999996425,0.0,7659,0,0,480,1.001269,0,0,2,0,optimal,DONE
166,neos-1061020.mps.gz,-8408868215.400043,0,0,-145860.37060805561,-142745.29999996425,202.533282,-142745.29999996425,0.0,7659,0,0,480,1.104215,0,0,32,0,optimal,DONE
166,neos-1061020.mps.gz,-8408868215.400043,0,0,-145860.37060805561,-142745.29999996425,199.520835,-142745.29999996425,0.0,7659,0,0,480,1.0236459999999998,0,0,4,0,optimal,DONE
166,neos-1061020.mps.gz,-8408868215.400043,0,0,-145860.37060805561,-142745.29999996425,199.520835,-142745.29999996425,0.0,7659,0,0,480,1.0236459999999998,0,0,8,0,optimal,DONE
166,neos-1061020.mps.gz,-8408868215.400043,0,0,-145860.37060805561,-142745.29999996425,202.94342,-142745.29999996425,0.0,7659,0,0,480,0.987114,0,0,16,0,optimal,DONE
167,neos-1122047.mps.gz,0.0,0,0,0.0,161.0,15.590419,161.0,0.0,57171,0,0,1,15.154812,0,0,8,0,optimal,DONE
167,neos-1122047.mps.gz,0.0,0,0,0.0,161.0,14.013491,161.0,0.0,57171,0,0,1,13.624304,0,0,2,0,optimal,DONE
167,neos-1122047.mps.gz,0.0,0,0,0.0,161.0,15.507266,161.0,0.0,57171,0,0,1,15.080098000000001,0,0,16,0,optimal,DONE
167,neos-1122047.mps.gz,0.0,0,0,0.0,161.0,15.462171,161.0,0.0,57171,0,0,1,15.03881,0,0,32,0,optimal,DONE
167,neos-1122047.mps.gz,0.0,0,0,0.0,161.0,13.979737,161.0,0.0,57171,0,0,1,13.602359,0,0,4,0,optimal,DONE
168,neos-1171448.mps.gz,-7371.0,0,0,-309.0,-309.0,33.571558,-309.0,0.0,13080,0,0,8,1.7876459999999998,0,0,8,0,optimal,DONE
168,neos-1171448.mps.gz,-7371.0,0,0,-309.0,-309.0,33.283578000000006,-309.0,0.0,13080,0,0,8,1.8189369999999998,0,0,4,0,optimal,DONE
168,neos-1171448.mps.gz,-7371.0,0,0,-309.0,-309.0,33.266683,-309.0,0.0,13080,0,0,8,1.808156,0,0,32,0,optimal,DONE
168,neos-1171448.mps.gz,-7371.0,0,0,-309.0,-309.0,33.941178,-309.0,0.0,13080,0,0,8,1.873562,0,0,16,0,optimal,DONE
168,neos-1171448.mps.gz,-7371.0,0,0,-309.0,-309.0,33.254646,-309.0,0.0,13080,0,0,8,1.8177470000000002,0,0,2,0,optimal,DONE
169,neos-1223462.mps.gz,-2314.0,0,0,-751.0,-751.0,6.896175,-751.0,0.0,3382,0,0,1,0.982372,0,0,32,0,optimal,DONE
169,neos-1223462.mps.gz,-2314.0,0,0,-751.0,-751.0,6.936324000000001,-751.0,0.0,3382,0,0,1,1.006744,0,0,16,0,optimal,DONE
169,neos-1223462.mps.gz,-2314.0,0,0,-751.0,-751.0,6.890766999999999,-751.0,0.0,3382,0,0,1,1.008343,0,0,2,0,optimal,DONE
169,neos-1223462.mps.gz,-2314.0,0,0,-751.0,-751.0,6.881626,-751.0,0.0,3382,0,0,1,1.0052450000000002,0,0,4,0,optimal,DONE
169,neos-1223462.mps.gz,-2314.0,0,0,-751.0,-751.0,6.936324000000001,-751.0,0.0,3382,0,0,1,1.0054370000000001,0,0,8,0,optimal,DONE
170,neos-1324574.mps.gz,4.5,0,0,5.0,8.0,453.62846500000006,8.0,0.0,11520,0,0,5701,0.258384,0,0,4,0,optimal,DONE
170,neos-1324574.mps.gz,4.5,0,0,5.0,8.0,453.593152,8.0,0.0,11520,0,0,5701,0.253024,0,0,8,0,optimal,DONE
170,neos-1324574.mps.gz,4.5,0,0,5.0,8.0,442.500062,8.0,0.0,11520,0,0,5701,0.260631,0,0,2,0,optimal,DONE
170,neos-1324574.mps.gz,4.5,0,0,5.0,8.0,464.046291,8.0,0.0,11520,0,0,5701,0.291156,0,0,32,0,optimal,DONE
170,neos-1324574.mps.gz,4.5,0,0,5.0,8.0,460.51461500000005,8.0,0.0,11520,0,0,5701,0.289979,0,0,16,0,optimal,DONE
171,neos-1330346.mps.gz,4.5,0,0,4.499999999999999,7.999999999999997,3817.876725,8.0,0.0,8424,0,0,292491,0.111975,0,0,16,0,optimal,DONE
171,neos-1330346.mps.gz,4.5,0,0,4.499999999999999,7.999999999999997,3803.038849,8.0,0.0,8424,0,0,292491,0.11161700000000001,0,0,32,0,optimal,DONE
171,neos-1330346.mps.gz,4.5,0,0,4.499999999999999,7.999999999999997,3882.3195130000004,8.0,0.0,8424,0,0,292491,0.109552,0,0,4,0,optimal,DONE
171,neos-1330346.mps.gz,4.5,0,0,4.499999999999999,7.999999999999997,3820.415646,8.0,0.0,8424,0,0,292491,0.111983,0,0,8,0,optimal,DONE
171,neos-1330346.mps.gz,4.5,0,0,4.499999999999999,7.999999999999997,3883.983957,8.0,0.0,8424,0,0,292491,0.109553,0,0,2,0,optimal,DONE
172,neos-1337307.mps.gz,-1482271.0,0,0,-203820.0,-202184.0,18000.013478,-202184.0,0.007397735249592984,488421,196,0,3109771,0.73402,0,0,8,0,timelimit,DONE
172,neos-1337307.mps.gz,-1482271.0,0,0,-203820.0,-202184.0,18000.016792,-202184.0,0.0073992007280496985,485527,196,0,3095376,0.748537,0,0,32,0,timelimit,DONE
172,neos-1337307.mps.gz,-1482271.0,0,0,-203820.0,-202184.0,18000.013822999998,-202184.0,0.007404146717841173,479283,196,0,3053436,0.7370899999999999,0,0,4,0,timelimit,DONE
172,neos-1337307.mps.gz,-1482271.0,0,0,-203820.0,-202184.0,18000.01587,-202184.0,0.0073992007280496985,485749,196,0,3098074,0.7489969999999999,0,0,16,0,timelimit,DONE
172,neos-1337307.mps.gz,-1482271.0,0,0,-203820.0,-202184.0,18000.010689,-202184.0,0.007389308748466744,497125,196,0,3177982,0.7171879999999999,0,0,2,0,timelimit,DONE
173,neos-1367061.mps.gz,-1750000.0,0,0,31320456.26449716,31320456.26449716,135.88397,31320456.26449716,0.0,93851,0,0,1,15.65877,0,0,8,0,optimal,DONE
173,neos-1367061.mps.gz,-1750000.0,0,0,31320456.26449716,31320456.26449716,135.462728,31320456.26449716,0.0,93851,0,0,1,15.764354999999998,0,0,4,0,optimal,DONE
173,neos-1367061.mps.gz,-1750000.0,0,0,31320456.26449716,31320456.26449716,132.03481499999998,31320456.26449716,0.0,93851,0,0,1,14.019219,0,0,32,0,optimal,DONE
173,neos-1367061.mps.gz,-1750000.0,0,0,31320456.26449716,31320456.26449716,131.758123,31320456.26449716,0.0,93851,0,0,1,13.974575,0,0,16,0,optimal,DONE
173,neos-1367061.mps.gz,-1750000.0,0,0,31320456.26449716,31320456.26449716,135.667234,31320456.26449716,0.0,93851,0,0,1,15.720448999999999,0,0,2,0,optimal,DONE
174,neos-1396125.mps.gz,-1.8519907829528396e-14,0,0,2000.0487426054447,3000.04533730195,211.557011,3000.04533730195,0.0,2754,0,0,31852,0.101272,0,0,2,0,optimal,DONE
174,neos-1396125.mps.gz,-1.8519907829528396e-14,0,0,2000.0487426054447,3000.04533730195,214.08153199999998,3000.04533730195,0.0,2754,0,0,31852,0.101398,0,0,8,0,optimal,DONE
174,neos-1396125.mps.gz,-1.8519907829528396e-14,0,0,2000.0487426054447,3000.04533730195,211.48857999999998,3000.04533730195,0.0,2754,0,0,31852,0.101273,0,0,4,0,optimal,DONE
174,neos-1396125.mps.gz,-1.8519907829528396e-14,0,0,2000.0487426054447,3000.04533730195,170.183583,3000.04533730195,0.0,2754,0,0,31852,0.081173,0,0,32,0,optimal,DONE
174,neos-1396125.mps.gz,-1.8519907829528396e-14,0,0,2000.0487426054447,3000.04533730195,214.302116,3000.04533730195,0.0,2754,0,0,31852,0.101398,0,0,16,0,optimal,DONE
175,neos-1425699.mps.gz,3175561447.505317,0,0,3175561447.505317,3179698977.0,0.023833,3179698977.0,0.0,27,0,0,1,0.010359,0,0,8,0,optimal,DONE
175,neos-1425699.mps.gz,3175561447.505317,0,0,3175561447.505317,3179698977.0,0.024877,3179698977.0,0.0,27,0,0,1,0.011266,0,0,16,0,optimal,DONE
175,neos-1425699.mps.gz,3175561447.505317,0,0,3175561447.505317,3179698977.0,0.022524000000000002,3179698977.0,0.0,27,0,0,1,0.009256,0,0,32,0,optimal,DONE
175,neos-1425699.mps.gz,3175561447.505317,0,0,3175561447.505317,3179698977.0,0.020866,3179698977.0,0.0,27,0,0,1,0.007916,0,0,4,0,optimal,DONE
175,neos-1425699.mps.gz,3175561447.505317,0,0,3175561447.505317,3179698977.0,0.01992,3179698977.0,0.0,27,0,0,1,0.006721,0,0,2,0,optimal,DONE
176,neos-1430701.mps.gz,-468.0,0,0,-78.0,-77.0,6.022908999999999,-77.0,0.0,662,0,0,4846,0.035641,0,0,2,0,optimal,DONE
176,neos-1430701.mps.gz,-468.0,0,0,-78.0,-77.0,6.196838,-77.0,0.0,662,0,0,4846,0.037446,0,0,32,0,optimal,DONE
176,neos-1430701.mps.gz,-468.0,0,0,-78.0,-77.0,6.029441,-77.0,0.0,662,0,0,4846,0.036214,0,0,4,0,optimal,DONE
176,neos-1430701.mps.gz,-468.0,0,0,-78.0,-77.0,6.066433999999999,-77.0,0.0,662,0,0,4846,0.036558999999999994,0,0,16,0,optimal,DONE
176,neos-1430701.mps.gz,-468.0,0,0,-78.0,-77.0,6.0557870000000005,-77.0,0.0,662,0,0,4846,0.037375,0,0,8,0,optimal,DONE
177,neos-1445738.mps.gz,-554439.0,0,0,-18525.765542697507,-17380.0,37.476048999999996,-17380.0,0.0,925,0,0,583,6.441408999999999,0,0,2,0,optimal,DONE
177,neos-1445738.mps.gz,-554439.0,0,0,-18525.765542697507,-17380.0,48.230253999999995,-17380.0,0.0,925,0,0,583,8.251824000000001,0,0,16,0,optimal,DONE
177,neos-1445738.mps.gz,-554439.0,0,0,-18525.765542697507,-17380.0,48.331364,-17380.0,0.0,925,0,0,583,8.36004,0,0,32,0,optimal,DONE
177,neos-1445738.mps.gz,-554439.0,0,0,-18525.765542697507,-17380.0,48.379804,-17380.0,0.0,925,0,0,583,8.24722,0,0,8,0,optimal,DONE
177,neos-1445738.mps.gz,-554439.0,0,0,-18525.765542697507,-17380.0,47.425492,-17380.0,0.0,925,0,0,583,7.227717999999999,0,0,4,0,optimal,DONE
178,neos-1445743.mps.gz,-561456.0,0,0,-18902.810022897742,-17905.0,26.212581,-17905.0,0.0,926,0,0,182,8.019981,0,0,8,0,optimal,DONE
178,neos-1445743.mps.gz,-561456.0,0,0,-18902.810022897742,-17905.0,26.268891999999997,-17905.0,0.0,926,0,0,182,8.080608999999999,0,0,32,0,optimal,DONE
178,neos-1445743.mps.gz,-561456.0,0,0,-18902.810022897742,-17905.0,31.870866999999997,-17905.0,0.0,926,0,0,182,7.912191,0,0,2,0,optimal,DONE
